x1,x2,y1,y2
-371.5110266514471,419.9,0.2,0.0
-371.5110266514471,419.69999999999993,0.30000000000000004,0.04000000000000001
-371.55102665144705,419.4,0.4,0.0
-371.55102665144705,419.0,0.5,0.04000000000000001
-371.591026651447,418.5,0.4030384493975584,-0.034729635533386066
-371.55629701591363,418.0969615506025,0.3074089292507972,-0.03631197369693793
-371.5199850422167,417.78955262135173,0.2133497839955979,-0.04469635281687147
-371.4752886893998,417.57620283735616,0.11929063874039858,-0.05308073193680501
-371.422207957463,417.4569121986158,0.02523149348519929,-0.06146511105673855
-371.3607428464063,417.4316807051306,-0.06882765177,-0.06984949017667208
-371.2908933562296,417.5005083569006,-0.1628867970251993,-0.07823386929660561
-371.21265948693303,417.66339515392576,-0.2569459422803986,-0.08661824841653915
-371.12604123851645,417.92034109620613,-0.3510050875355979,-0.09500262753647268
-371.03103861098,418.2713461837417,-0.4450642327907972,-0.10338700665640621
-370.9276516043236,418.7164104165324,-0.5391233780459965,-0.11177138577633974
-370.81588021854725,419.25553379457847,-0.6331825233011958,-0.12015576489627328
-370.695724453651,419.8887163178797,-0.7272416685563952,-0.1285401440162068
-370.56718430963474,420.6159579864361,-0.8213008138115945,-0.13692452313614034
-370.4302597864986,421.4372588002477,-0.9153599590667938,-0.14530890225607387
-370.28495088424256,422.3526187593145,-1.009419104321993,-0.1536932813760074
-370.1312576028665,423.3620378636365,-1.1034782495771924,-0.16207766049594094
-369.9691799423706,424.46551611321365,-1.1975373948323917,-0.17046203961587447
-369.7987179027547,425.663053508046,-1.2915965400875908,-0.178846418735808
-369.61987148401886,426.95465004813354,-1.38565568534279,-0.18723079785574154
-369.43264068616315,428.3403057334764,-1.479714830597989,-0.19561517697567507
-369.23702550918745,429.8200205640744,-1.5737739758531881,-0.2039995560956086
-369.03302595309185,431.3937945399276,-1.6678331211083872,-0.21238393521554214
-368.82064201787625,433.061627661036,-1.7618922663635863,-0.22076831433547567
-368.59987370354077,434.8235199273996,-1.8559514116187854,-0.2291526934554092
-368.3707210100854,436.6794713390184,-1.9500105568739845,-0.23753707257534273
-368.13318393751,438.62948189589235,-2.0440697021291836,-0.24592145169527627
